,sentence
927,"채팅 규칙: 시청자 수 언급 금지, 도배, 섹 드립, 욕설, 비하 등의 악성 채팅 금지, 시청자끼리 저격 금지, 트기 장 금지, 타 스트 리머 비방 금지가 있다."
928,"이제는 감자 단개 같은 것: 술방 때 극대 노 욕을 안 하려고 노력하므로 "" 냥 같은 거 ""라고 순화시켜 말하기도 한다."
929,방송 중에는 닉 언급이나 욕설 등 구설에 오를 수도 있는 행동을 자제하는 편이다.
930,욕이나 푸념이 나올 법한 상황에서 한 템포 쉬면서 의식적으로 참는 모습을 볼 수 있다.
931,"그나마 하는 욕도 게임이 잘 안 풀릴 때 샷 건을 치면서 ' 개 같은 거... '라고 말하는 정도이며, 이것도 가끔은 ' 냥 같은 거 '라고 순화하기도 한다."
932,게임 중 딱 한 번 극대 노하여 욕을 하곤 본인도 잠시 놀란 적이 있다.
933,또 한 전범 기 유 저를 즉결 처형 하기 전에도 욕설을 내뱉은 적 있다.
934,그런데 이 게임을 하면서 그러는 게 당연하다 하지만 예전 방송들을 보면 그다지... 방송 초기에는 욕설을 사용했으나 현재는 욕설을 지양하고 있다.
935,위의 욕설을 지양하게 된 이유가 2018년 11월 28일 1주년 기념 술방송에서 밝혀졌다.
936,""" 라며 세 최 딜 라인에도 욕심이 있음을 드러냈다."
937,"3 시즌에서는 욕심을 버리고 다인 큐도 하고 재밌게 하고 싶다 ""며 새롭기 시작하는 3 시즌에 대한 계획을 밝혔다."
938,2cp 맵이 연달아 나오자 하기 싫다며 칼 닷 지를 여러 번 시전하며 이제 더 이상의 점수 욕심이 없음을 몸소 보여주었다.
939,"뉴욕 엑셀 시어와의 경기에선 트레이 서의 스페셜 리스트 답게 트레이서로 상당히 비범한 모습을 보여줬는데, 2 번째 세트에서는 마지막 한 타에서 결정적인 순간에 윈스턴을 자르고 적 메 르시에게 폭탄을 부착함으로써 도합 2명을 잘라 내 2 거점 맵에서 4:4 까지 상황을 끌어갔고, 3 번째 세트에서는 100% 이라는 경악스러운 폭탄 부착률을 기록하며 힐 러들을 계속 짤라 주는 등 압도 적인 캐리력을 바탕으로 팀을 승리로 이끌었다."
940,"때문에 꽤 많은 팬들이 욕심 부리지 말고 잘 하던 트레이서를 확실히 다시 끌어올리기를 기대하고 있는데, Team EnVyUs 입단 시부터 영웅 폭을 넓히기 위해 꾸준히 낮춘 감도로 인해 이펙트의 트레이드 마크인 트레이서의 기량이 떨어지는 것에 많은 사람들이 우려를 드러 내왔기 때문이다."
941,"곧바로 바로 다음 4 경기 리 알토에서 다시 akm과 재교체되는 굴욕을 겪었고, 교체되자마자 완 막 승리한 것은 덤. 경기가 끝나고 개인 방송에서 너무 심한 욕설과 비난에 대해 자신의 생각을 말했으며 유 튜브에 영상이 올라갔다."
942,[41 ]2019 년 3월 28일 경쟁 전 도중 탈주하여 욕을 바가지로 먹고 있다.
943,자세한 내용은 하단 참조 .2018 년 썸 머 시즌의 주제는 클린 한 서든 어택으로 정해졌다.
944,업데이트 이름도 클린 어택. 선 승진 디렉터의 두 번째 패치이다.
945,년 7월 19일 클린 서버가 오픈되었다.
946,당장 Window 10 호 환 문제만 봐도 시대를 역행하는 운영 체제도 욕을 많이 먹고 있다.
947,3월 3 번째 주에서야 보답 업데이트 감사 이벤트라면 서 영구제를 주지 않고 100일과 30 일짜리 총을 준다며 욕을 한 바가지로 먹고 있다.
948,동종 FPS 게임을 홍보한다는 것은 확실히 욕 먹을 짓이다.
949,그리고 욕설을 잘 사용하지 않는 편이며 방송 분위기도 무난한 편에 속한다.
950,한 트수가 욕해 주기 룰렛이 걸렸을 때 해 르 시가 한 말이다.
951,그런 욕은 생전 처음 들어본다며 채팅 창에서 컬트적인 인기를 끌게 되었다.
952,욕을 별로 쓰지 않는 방송 분위기도 이 둘의 영향을 받았을 것으로 추정되기도 한다.
953,"이 밖에도 욕설이나 비속어 사용을 지양하고 있으며, 올바른 단어를 사용하려 노력한다."
954,"상류사회 1 부상류사회 (2018 )9 월 27일 영화 역사상 가장 저평가된 블랙 코미디 [ 상류사회 2부 ]10 월 15일 안 시성 리뷰 : 표절과 돈 빨에 기댄 망 작 영화 안 시성 (2018 )10 월 31 일 양산 형 한국 영화에 던지는 팩트 폭력, 암수 살인 리뷰 암수 살인 (2018 )12 월 4일 섞어 찌개 같은 영화 창궐 1부 【 튜나】 창 궐 (2018) - 1부 2019년 1월 6일 비주얼은 명품, 스토리는 저질 아쿠아 맨 리뷰[ 튜나] 아쿠아 맨 (2018 )1 월 11일 얄팍함도 이 정도면 상 줘야 됨 - 창 궐 2부 [ 튜나] 창 궐 (2018) - 2부 2월 24일[ 비열한 리뷰] 국가 부도의 날 - 1부( 스포) [9] 국가 부도의 날 (2018 )3 월 16일 자전차 왕 엄 복 동보다 재미없다는( 비 꼼) ' 그 영화' 캡틴 마블 리뷰 캡틴 마블 (2019 )4 월 3일 배우가 준비 없이 감독까지 넘볼 때 탄생하는 쓰레기 자전차 왕 엄 복 동 리뷰[ 재 업] 자전차 왕 엄 복 동 (2019 )4 월 22 일 특이점에 도달한 150억 대 작 자전거 킹 UBD 2부 5월 5일[ 강력 스포] 완벽했던 아이언 맨과 캡틴 아메리카의 10년치 떡밥과 회수, 그리고 아쉬운 설정 붕괴 - 어 벤 져스 엔드 게임 리뷰어 벤 져스: 엔드게임 (2019 )6 월 9일 강 스포] 기생충 리뷰 : 중요한 것은 상징이 아니라 기세 다기생 충 (2019 )6 월 22 일 기생충 2부 - 이 영화가 희망을 주지 않는 이유 ( 강력 스포 )7 월 12 일걸 캅스 리뷰 - 쓰레기란 표현도 아까운 망 작 끝판 왕( 강스 포주의)[ 재재 업] 걸 캅스 (2019 )7 월 19일 스파이 더 맨 파 프롬 홈 : 모든 게 좋았다... 아이언 맨 능욕만 빼면( 강스 포주의) 스파이 더 맨: 파 프롬 홈 (2019 )7 월 30일[ 튜나] 라이온 킹 리뷰 : Back to Basics. 기본을 잊은 빛 좋은 개살구 라이온 킹 (2019 )8 월 25일 문제는 역사 왜곡이 아니다."
955,붕괴 3 리 뷰 붕괴 3rd11 월 1일 「이 블 위 딘 2」 리 뷰 : 확고한 자기 색을 버리고 대중성을 택하다 디 이 블 위 딘 211월 25일' 덕 후만 하는' 게임? 페이트 그랜드 오더 리뷰 Fate/Grand Order2018 년 1월 23일「 슬 레이 더 스파이 어」 리 뷰 : 다 키스톤? 내가 보기엔 아닌데 Slay the Spire1 월 26일 「SOS」 리 뷰 : 참신함이 돋보이는 배 틀 로얄 SOS1 월 29일 개돼지 취급을 당해도 흥행은 하겠지 야생의 땅 듀랑 고 리뷰 야생의 땅: 듀랑 고 2월 14일「 완다 와 거상」 리 뷰 : 원작을 너무 의식한 리메이크 완다 와 거상 (2018 )3 월 1 일 양산형 중엔 갓 겜인데...... 「 검은 사막 모바일」 리뷰 검은 사막 모바일 5월 16일「 갓 오브 워 4」 리 뷰 : 부족한 신선함을 완성도로 채워 온 작품 갓 오브 워 7월 24일 한국 게임은 이제 중국에게 배워야 한다 - 「 영원한 7일의 도시」 리뷰 영원한 7일의 도시 11월 18일 게임의 한계를 넓히다 레드 데드 리 뎀 션 2 리뷰 레드 데드 리 뎀 션 22019년 3월 3일 에이펙스 레 전드 리뷰 : 배틀 로얄의 새로운 기준점 Apex 레 전드 4월 8 일 개발자 욕하면서 계속하게 되는 게임[ 세 키로 리뷰] 세 키로: 섀도 우 다이 트와 이스 2020년 7월 22일 튜나] 라스트 오브 어스 2 전문 평론 ( 강 스포) 더 라스트 오브 어스 파트 22021년 1월 7일이 정도면 대국민 사기극💢 - [ 사이버 펑크 2077] 1부 사이버 펑크 2077
956,"본인은 고운 말, 순한 방송을 지향하지만 정작 방송을 켜면 고성과 쌍 욕이 난무하는 매운맛을 자랑한다."
957,"본인 성격이 워낙 시원시원 하고 털털한 것도 있지만, 무엇보다 자기 학교 친구들이 이를 보게 되면 현실에서 엄청난 치욕이 될 것이 분명하기 때문인 듯. 결국... 하지만 결국 도네"
958,차후 종합 게임 스트리밍에 대한 욕심이 있는 듯하다.
959,[47] 언젠가 부터 유 튜브 영상에서 욕이 나오는 부분의 사운드가 재채기 소리로 대체되었다.
960,' 이 Tlqkf 놈 아' 가 ' 이 으엑흨놈아' 로 바뀌는 등. [48] 과로 사의 경우에도 이제 욕은 자체 검열되어 나온다.
961,년 9월 19일 시청 자가 롤 한 판 동안 욕을 쓰지 않으면 2만원을 주는 미션이 걸리자 15분 12초 동안 욕을 하지 않고 게임을 끝냈다.
962,1년이 지났음에도 여전히 어 마무 시한 성량과 쌍 욕을 보여주었다.
963,욕 먹으니 억울해 했다.
964,[24] 더 불어 상대는 데이 드림. 하지만 3 경기 연합 팀으로 나왔을 땐 캐리하면서 좋은 모습을 보여줬으나 며칠 뒤 다시 한번 만났을 때는 상대 정글 러들에게 밀리면서 욕을 상당히 먹었다.
965,""" 라고 메시지가 와서 박 종우가 달라고 했더니 "" 싫어 ""라고 답장이 와서 쌍 욕을 퍼붓고 차단을 박은 적이 있다."
966,"현재 해적 계정은 영정을 먹은 듯 하다. 원래는 PD 해적 계정으로 노 마이크 방송을 하다가 마이크를 켜고 방송을 하기 시작했는데, 팀이 똥 쌀 때마다 욕을 쉴새없이 내뱉는 바람에 정지를 받은 계정이 수도 없이 많다."
967,"박 종우가 먼저 커 세어 박에게 일을 똑바로 안한다고 몇 번 욕설을 했고, 커 세어 박은 이에 화가 나 흑 화했다."
968,"최근 들어서는 방제도 중 2 병 티가 나는 방제로 매일 매일 바꾸는 추세. 미드 유저인데도 탑신 병자에 버금가는 멘 탈을 지니고 있으며, 팀이 의아한 플레이를 하면 마이크로 찰진 욕을 쏟아 내곤 한다 그러나 자신은 이를 보고 ' 욕' 이 아닌 ' 승부욕' 이라며 롤을 안 하면 순한 양이다, 롤하며 욕 안 해본 사람만 나에게 돌을 던져 라 따위의 추한 변명을 하곤 한다."
969,그래도 내로 남 불은 아닌지라 자기가 쌀 때 팀원에게 쌍 욕을 먹으면 호쾌하게 웃어넘긴다.
970,하지만 올라간지 얼마 되지도 않았는데 마스터 100점 부근에서 욕을 엄청나게 해 정지를 받았다.
971,"그 후 귀신같이 다 2 계정으로 다시 마스터를 가기 위해 게임 중, 인 게임에서 정글 유저 탓을 하며 욕을 했었는데 그 정 글 유 저가 스코어의 부계 정이었다는 사실이 드러나 세"
972,박 종우 본인은 그것은 문화 그 자체라서 어쩔 수 없다고 본인은 클린하게 방송하려고 노력하고 있다면서 억울함을 호소했다.
973,연패 했을 때 성질 잘못 긁으면 밴 당하니 주의. 특히 게임 실력 관련해서 지적을 하거나 하면 쌍 욕과 함께 밴을 당할 수 있다.
974,네네 키 미( ㅖ ㅖ) 자주 도 네이션 되는 씹덕 영상. 처음에는 굽 네 단이 욕을 하며 오열하였으나 이제는 포기했는지 다 같이 ㅖㅖ를 도배하며 호응하는 지경이 되었다.
975,누군가가 뺏어버리는 바람에 결국 오래전에 썼던 닉네임인 Gr22d를 다시 사용하기로 하고 골드부터 시작했지만 골드에 서조차 압도 적인 캐리를 못하고 버스를 타는 모습을 보여 갖은 조롱과 치욕적인 닉네임을 생성했다.
976,까이고 지면 욕심 좀 그만 부리라고 까이기도 한다.
977,"오죽하면 따 효 니가 막판을 선언하는 순간이 방송 2 페 이즈라는 말도 있을 정도. 대부분 스트 리머들이 승부욕이 발동해서 막판은 이기고 끄겠다며 찐 막으로 연장하는 경우가 많긴 하지만, 따 효 니가 하스 스톤을 할 때는 그게 특히 심해서 찐 막 선언 후 4시간 동안 하스를 달린 적도 있을 정도. 따시라 마님도 네이션을 하는 유저들이 따 효 니를 부르는 말. 나루토의 나뭇잎 마을 1 대 호 카게의 이름인 센 쥬 하시라 마와 따 효 니를 합쳐 따 시 라마라고 부른다."
978,"예시를 들자면 프리 코네 가 챠 중 천장을 찍을 상황에는 "" 안 그래도 신석이 부족했는데, 오히려 좋아"", 에 픽 세 븐 강화 중 능력 치가 생명력 같은 미묘한 잡옵에 붙었을 때는 "" 한 번 정도는 생존 능력도 올라가니 나쁠 거 없어, 오히려 좋아."", 포커 디펜스 도중 욕심을 부리다 트리플이 8 원 페어 같은 똥 패가 되어 버렸을 때는 "" 어차피 나중에 원 페어 미션도 깨야 하는데 8 먹기 힘들어, 오히려 좋아."" 등등 다양한 바리에이션으로 활용한다."
979,"타 방송과는 달리, 트위치 전용 밈 ( 스틸로 욕설, 17 김도 등등) 이 도네로 날라올 경우 이해를 하지 못하고 상당히 부정적인 반응을 보인다."
980,"해 놓고 욕먹는 일이 없도록 하자 .17 년 5월 6일 개인 방송에서 홍차, 룩 삼, 서 새봄과 배틀 그라운드 합방을 했다."
981,"욕심 꽉꽉 덱을 들고 왔으면서 정작 플레이는 안정적으로 하는 미스 매치를 한 것 티 패착.# 이 해의 블 리 즈 컨 전에 ' 당신의 챔피언은 누구?' 라는 응원 이벤트를 진행했는데, 자신이 응원하는 선수가 승리할 때마다 카드 팩을 주는 이벤트를 했었다."
982,"따 효 니에게 차마 입에 담기 힘든 온갖 욕설들을 쏟아 내는 사람이 속출하였고, 결국 따 효 니가 인 벤 에 직접 사과문을 작성하였다."
983,결국 좋은 취지로 시작한 응원 이벤트는 고작 100 골드 하는 카드 팩 때문에 남한테 쌍 욕을 퍼붓는 인생들이 세상엔 많고도 많다는 것을 알게 해 준 씁쓸한 이벤트로 끝나고 말았다.2017
984,월 26일 아시아 서버 5등을 찍었으나 서렌더의 등수를 보고 욕심을 부리다 1000등 밑으로 떨어지는 수모를 겪었다.
985,"또, 과거 방송에서 탈진 전사 네 임드 플레이어 Red[42 ]를 두고 "" 홀기로 등수를 올려놓고 탈진 전사 장인 인척 한다, 내가 더 잘한다"" 라는 사실 무근한 모욕적인 발언을 했던 것이 다시 회자되어 비판을 받았다.4"
986,"마 플 운 터 꾸몽 파크 모 잠 뜰 각별 공룡 아이리스 유성 [67] 덕 개 수 현 라더 [68] 쁘 띠 허브 태경 [69] 빛 솔 소피 [70] 예 순 뚜뚜 형 채팅규칙 기본 예절 + 스트 리머 마음↓↓↓↓↓ 기본 예절↓↓↓↓↓ 타 스트 리머 언급 X 반복된 요청 및 질문 X 욕설, 19 금 드립, 친목 X도 배가 될 만한 긴 채팅, 이모 티 콘 도배 X 훈수, 스포 X 등등 생각이 있는 사람이라면 안 할 채팅들 여기 속하는 인물들은 최소 2~3 년 이상 같이 방송을 했거나 상호 출연율이 높다."
987,뺏긴 사람한테 욕이나 안 들으면 다행이다.
988,미국의 종합 격투기 선수 리치 프랭클린의 링네임 KISS( 밴드) 의 원조 기타 리스트의 이름' 에이스' 라는 예명을 사용했던
989,시즌 3 이후 부터는 랭킹을 신경 쓰는 것이 피곤 하다고 언급하며 랭킹에 대한 욕심이 없어 짐을 어필하곤 과거 솔로 1위를 자리를 다툰 사이였던 섹시 피그와 팀 플레이를 자주하였다.
